Labels,T20_100ms_repeat1,
1.296E008,2.767E+5,
1.3E08,2.662E+5,
1.304E008,2.555E+5,
1.308E008,2.462E+5,
1.312E008,2.355E+5,
1.316E008,2.266E+5,
1.32E08,2.184E+5,
1.324E008,2.091E+5,
1.328E008,2.003E+5,
1.332E008,1.925E+5,
1.336E008,1.856E+5,
1.34E08,1.776E+5,
1.344E008,1.715E+5,
1.348E008,1.644E+5,
1.352E008,1.572E+5,
1.356E008,1.507E+5,
1.36E08,1.462E+5,
1.364E008,1.402E+5,
1.368E008,1.343E+5,
1.372E008,1.287E+5,
1.376E008,1.244E+5,
1.38E08,1.197E+5,
1.384E008,1.144E+5,
1.388E008,1.105E+5,
1.392E008,1.064E+5,
1.396E008,1.021E+5,
1.4E08,9.768E+4,
1.404E008,9.402E+4,
1.408E008,9.060E+4,
1.412E008,8.691E+4,
1.416E008,8.393E+4,
1.42E08,8.022E+4,
1.424E008,7.793E+4,
1.428E008,7.448E+4,
1.432E008,7.259E+4,
1.436E008,6.967E+4,
1.44E08,6.661E+4,
1.444E008,6.463E+4,
1.448E008,6.202E+4,
1.452E008,5.914E+4,
1.456E008,5.751E+4,
1.46E08,5.570E+4,
1.464E008,5.363E+4,
1.468E008,5.162E+4,
1.472E008,4.976E+4,
1.476E008,4.798E+4,
1.48E08,4.605E+4,
1.484E008,4.492E+4,
1.488E008,4.323E+4,
1.492E008,4.204E+4,
1.496E008,4.045E+4,
1.5E08,3.875E+4,
1.504E008,3.761E+4,
1.508E008,3.608E+4,
1.512E008,3.559E+4,
1.516E008,3.422E+4,
1.52E08,3.335E+4,
1.524E008,3.212E+4,
1.528E008,3.109E+4,
1.532E008,3.012E+4,
1.536E008,2.940E+4,
1.54E08,2.822E+4,
1.544E008,2.752E+4,
1.548E008,2.679E+4,
1.552E008,2.606E+4,
1.556E008,2.564E+4,
1.56E08,2.474E+4,
1.564E008,2.445E+4,
1.568E008,2.356E+4,
1.572E008,2.281E+4,
1.576E008,2.246E+4,
1.58E08,2.189E+4,
1.584E008,2.123E+4,
1.588E008,2.089E+4,
1.592E008,2.020E+4,
1.596E008,2.001E+4,
1.6E08,1.905E+4,
1.604E008,1.884E+4,
1.608E008,1.865E+4,
1.612E008,1.793E+4,
1.616E008,1.791E+4,
1.62E08,1.736E+4,
1.624E008,1.708E+4,
1.628E008,1.668E+4,
1.632E008,1.655E+4,
1.636E008,1.622E+4,
1.64E08,1.576E+4,
1.644E008,1.573E+4,
1.648E008,1.507E+4,
1.652E008,1.503E+4,
1.656E008,1.504E+4,
1.66E08,1.449E+4,
1.664E008,1.422E+4,
1.668E008,1.398E+4,
1.672E008,1.390E+4,
1.676E008,1.339E+4,
1.68E08,1.330E+4,
1.684E008,1.319E+4,
1.688E008,1.296E+4,
1.692E008,1.277E+4,
1.696E008,1.275E+4,
1.7E08,1.275E+4,
1.704E008,1.272E+4,
1.708E008,1.220E+4,
1.712E008,1.230E+4,
1.716E008,1.216E+4,
1.72E08,1.200E+4,
1.724E008,1.175E+4,
1.728E008,1.194E+4,
1.732E008,1.138E+4,
1.736E008,1.134E+4,
1.74E08,1.130E+4,
1.744E008,1.137E+4,
1.748E008,1.119E+4,
1.752E008,1.110E+4,
1.756E008,1.095E+4,
1.76E08,1.104E+4,
1.764E008,1.106E+4,
1.768E008,1.086E+4,
1.772E008,1.090E+4,
1.776E008,1.101E+4,
1.78E08,1.064E+4,
1.784E008,1.049E+4,
1.788E008,1.036E+4,
1.792E008,1.052E+4,
1.796E008,1.046E+4,
1.8E08,1.032E+4,
1.804E008,1.033E+4,
1.808E008,1.014E+4,
1.812E008,1.014E+4,
1.816E008,1.014E+4,
1.82E08,1.029E+4,
1.824E008,9.990E+3,
1.828E008,1.006E+4,
1.832E008,1.022E+4,
1.836E008,9.918E+3,
1.84E08,9.985E+3,
1.844E008,9.847E+3,
1.848E008,9.925E+3,
1.852E008,9.890E+3,
1.856E008,9.915E+3,
1.86E08,9.894E+3,
1.864E008,9.766E+3,
1.868E008,9.850E+3,
1.872E008,9.671E+3,
1.876E008,9.650E+3,
1.88E08,9.598E+3,
1.884E008,9.763E+3,
1.888E008,9.698E+3,
1.892E008,9.572E+3,
1.896E008,9.565E+3,
1.9E08,9.465E+3,
1.904E008,9.482E+3,
1.908E008,9.504E+3,
1.912E008,9.599E+3,
1.916E008,9.404E+3,
1.92E08,9.360E+3,
1.924E008,9.409E+3,
1.928E008,9.504E+3,
1.932E008,9.572E+3,
1.936E008,9.576E+3,
1.94E08,9.564E+3,
1.944E008,9.558E+3,
1.948E008,9.459E+3,
1.952E008,9.486E+3,
1.956E008,9.491E+3,
1.96E08,9.380E+3,
1.964E008,9.501E+3,
1.968E008,9.350E+3,
1.972E008,9.377E+3,
1.976E008,9.343E+3,
1.98E08,9.301E+3,
1.984E008,9.416E+3,
1.988E008,9.293E+3,
1.992E008,9.369E+3,
1.996E008,9.378E+3,
2E08,9.436E+3,
2.004E008,9.275E+3,
2.008E008,9.277E+3,
2.012E008,9.351E+3,
2.016E008,9.250E+3,
2.02E08,9.251E+3,
2.024E008,9.409E+3,
2.028E008,9.434E+3,
2.032E008,9.248E+3,
2.036E008,9.266E+3,
2.04E08,9.307E+3,
2.044E008,9.326E+3,
2.048E008,9.212E+3,
2.052E008,9.501E+3,
2.056E008,9.330E+3,
2.06E08,9.499E+3,
2.064E008,9.321E+3,
2.068E008,9.318E+3,
2.072E008,9.252E+3,
2.076E008,9.064E+3,
2.08E08,9.281E+3,
2.084E008,9.471E+3,
2.088E008,9.402E+3,
2.092E008,9.293E+3,
2.096E008,9.266E+3,
2.1E08,9.365E+3,
2.104E008,9.265E+3,
2.108E008,9.251E+3,
2.112E008,9.259E+3,
2.116E008,9.585E+3,
2.12E08,9.152E+3,
2.124E008,9.292E+3,
2.128E008,9.372E+3,
2.132E008,9.287E+3,
2.136E008,9.374E+3,
2.14E08,8.974E+3,
2.144E008,9.169E+3,
2.148E008,9.301E+3,
2.152E008,9.239E+3,
2.156E008,9.208E+3,
2.16E08,9.405E+3,
2.164E008,9.254E+3,
2.168E008,9.164E+3,
2.172E008,9.373E+3,
2.176E008,9.103E+3,
2.18E08,9.275E+3,
2.184E008,9.321E+3,
2.188E008,9.418E+3,
2.192E008,9.408E+3,
2.196E008,9.111E+3,
2.2E08,9.262E+3,
2.204E008,9.263E+3,
2.208E008,9.221E+3,
2.212E008,9.259E+3,
2.216E008,9.338E+3,
2.22E08,9.268E+3,
2.224E008,9.125E+3,
2.228E008,9.139E+3,
2.232E008,9.176E+3,
2.236E008,9.190E+3,
2.24E08,9.284E+3,
2.244E008,9.230E+3,
2.248E008,8.971E+3,
2.252E008,9.295E+3,
2.256E008,9.227E+3,
2.26E08,9.156E+3,
2.264E008,9.175E+3,
2.268E008,9.257E+3,
2.272E008,9.302E+3,
2.276E008,9.456E+3,
2.28E08,9.145E+3,
2.284E008,9.028E+3,
2.288E008,9.334E+3,
2.292E008,9.203E+3,
2.296E008,9.043E+3,
2.3E08,9.178E+3,
2.304E008,9.182E+3,
2.308E008,9.370E+3,
2.312E008,9.132E+3,
2.316E008,9.187E+3,
2.32E08,9.197E+3,
2.324E008,9.329E+3,
2.328E008,9.217E+3,
2.332E008,9.073E+3,
2.336E008,9.071E+3,
2.34E08,9.219E+3,
2.344E008,9.067E+3,
2.348E008,9.086E+3,
2.352E008,9.093E+3,
2.356E008,9.050E+3,
2.36E08,9.151E+3,
2.364E008,9.252E+3,
2.368E008,9.283E+3,
2.372E008,9.066E+3,
2.376E008,9.380E+3,
2.38E08,9.193E+3,
2.384E008,9.164E+3,
2.388E008,9.331E+3,
2.392E008,9.081E+3,
2.396E008,9.388E+3,
2.4E08,9.152E+3,
2.404E008,9.052E+3,
2.408E008,9.144E+3,
2.412E008,9.432E+3,
2.416E008,9.111E+3,
2.42E08,9.246E+3,
2.424E008,9.142E+3,
2.428E008,9.105E+3,
2.432E008,9.315E+3,
2.436E008,9.201E+3,
2.44E08,9.263E+3,
2.444E008,9.429E+3,
2.448E008,9.407E+3,
2.452E008,9.210E+3,
2.456E008,9.164E+3,
2.46E08,9.104E+3,
2.464E008,9.380E+3,
2.468E008,9.129E+3,
2.472E008,9.045E+3,
2.476E008,9.047E+3,
2.48E08,8.923E+3,
2.484E008,9.413E+3,
2.488E008,9.180E+3,
2.492E008,9.320E+3,
2.496E008,9.323E+3,
2.5E08,9.327E+3,
2.504E008,9.183E+3,
2.508E008,9.288E+3,
2.512E008,9.313E+3,
2.516E008,9.206E+3,
2.52E08,9.191E+3,
2.524E008,9.163E+3,
2.528E008,9.267E+3,
2.532E008,9.309E+3,
2.536E008,9.348E+3,
2.54E08,9.144E+3,
2.544E008,9.335E+3,
2.548E008,9.177E+3,
2.552E008,9.210E+3,
2.556E008,9.324E+3,
2.56E08,9.175E+3,
2.564E008,9.303E+3,
2.568E008,9.148E+3,
2.572E008,9.270E+3,
2.576E008,8.976E+3,
2.58E08,9.180E+3,
2.584E008,9.267E+3,
2.588E008,9.074E+3,
2.592E008,9.226E+3,
2.596E008,9.041E+3,
2.6E08,9.327E+3,
2.604E008,9.283E+3,
2.608E008,9.243E+3,
2.612E008,9.220E+3,
2.616E008,9.106E+3,
2.62E08,9.456E+3,
2.624E008,9.259E+3,
2.628E008,9.180E+3,
2.632E008,9.305E+3,
2.636E008,9.122E+3,
2.64E08,9.054E+3,
2.644E008,9.125E+3,
2.648E008,9.087E+3,
2.652E008,9.276E+3,
2.656E008,9.364E+3,
2.66E08,9.354E+3,
2.664E008,9.259E+3,
2.668E008,9.129E+3,
2.672E008,9.254E+3,
2.676E008,9.107E+3,
2.68E08,9.184E+3,
2.684E008,9.136E+3,
2.688E008,9.265E+3,
2.692E008,9.265E+3,
2.696E008,9.177E+3,
2.7E08,9.292E+3,
2.704E008,9.056E+3,
2.708E008,9.165E+3,
2.712E008,9.308E+3,
2.716E008,9.336E+3,
2.72E08,9.310E+3,
2.724E008,9.391E+3,
2.728E008,9.176E+3,
2.732E008,9.192E+3,
2.736E008,9.103E+3,
2.74E08,9.081E+3,
2.744E008,9.260E+3,
2.748E008,9.028E+3,
2.752E008,9.190E+3,
2.756E008,9.109E+3,
2.76E08,9.165E+3,
2.764E008,9.237E+3,
2.768E008,9.302E+3,
2.772E008,9.082E+3,
2.776E008,9.311E+3,
2.78E08,9.171E+3,
2.784E008,9.084E+3,
2.788E008,9.348E+3,
2.792E008,9.152E+3,
2.796E008,8.982E+3,
2.8E08,9.094E+3,
2.804E008,9.202E+3,
2.808E008,9.157E+3,
2.812E008,9.228E+3,
2.816E008,9.026E+3,
2.82E08,9.074E+3,
2.824E008,9.386E+3,
2.828E008,9.144E+3,
2.832E008,9.088E+3,
2.836E008,9.071E+3,
2.84E08,9.245E+3,
2.844E008,9.030E+3,
2.848E008,9.128E+3,
2.852E008,9.054E+3,
2.856E008,9.221E+3,
2.86E08,9.329E+3,
2.864E008,9.076E+3,
2.868E008,9.257E+3,
2.872E008,9.084E+3,
2.876E008,9.268E+3,
2.88E08,9.261E+3,
2.884E008,9.384E+3,
2.888E008,9.140E+3,
2.892E008,9.268E+3,
2.896E008,9.257E+3,
2.9E08,9.163E+3,
2.904E008,9.009E+3,
2.908E008,9.162E+3,
2.912E008,9.123E+3,
2.916E008,9.052E+3,
2.92E08,9.041E+3,
2.924E008,9.207E+3,
2.928E008,9.235E+3,
2.932E008,9.086E+3,
2.936E008,9.066E+3,
2.94E08,9.225E+3,
2.944E008,9.347E+3,
2.948E008,9.060E+3,
2.952E008,9.185E+3,
2.956E008,9.039E+3,
2.96E08,9.244E+3,
2.964E008,9.196E+3,
2.968E008,9.211E+3,
2.972E008,9.243E+3,
2.976E008,9.033E+3,
2.98E08,9.249E+3,
2.984E008,9.374E+3,
2.988E008,9.169E+3,
2.992E008,9.153E+3,
2.996E008,9.143E+3,
3E08,9.300E+3,
3.004E008,9.213E+3,
3.008E008,9.186E+3,
3.012E008,9.196E+3,
3.016E008,9.161E+3,
3.02E08,9.130E+3,
3.024E008,9.133E+3,
3.028E008,9.187E+3,
3.032E008,9.225E+3,
3.036E008,9.201E+3,
3.04E08,9.118E+3,
3.044E008,9.284E+3,
3.048E008,9.036E+3,
3.052E008,9.225E+3,
3.056E008,9.324E+3,
3.06E08,9.120E+3,
3.064E008,9.196E+3,
3.068E008,9.120E+3,
3.072E008,9.107E+3,
3.076E008,9.310E+3,
3.08E08,9.179E+3,
3.084E008,9.349E+3,
3.088E008,9.219E+3,
3.092E008,9.246E+3,
3.096E008,9.320E+3,
3.1E08,9.190E+3,
3.104E008,9.343E+3,
3.108E008,9.423E+3,
3.112E008,9.260E+3,
3.116E008,9.079E+3,
3.12E08,9.067E+3,
3.124E008,9.040E+3,
3.128E008,9.103E+3,
3.132E008,9.385E+3,
3.136E008,9.311E+3,
3.14E08,9.270E+3,
3.144E008,9.421E+3,
3.148E008,9.194E+3,
3.152E008,9.300E+3,
3.156E008,9.198E+3,
3.16E08,9.407E+3,
3.164E008,9.133E+3,
3.168E008,9.287E+3,
3.172E008,9.331E+3,
3.176E008,9.234E+3,
3.18E08,9.454E+3,
3.184E008,9.281E+3,
3.188E008,9.393E+3,
3.192E008,9.404E+3,
3.196E008,9.239E+3,
3.2E08,9.326E+3,
3.204E008,9.312E+3,
3.208E008,9.376E+3,
3.212E008,9.275E+3,
3.216E008,9.303E+3,
3.22E08,9.601E+3,
3.224E008,9.737E+3,
3.228E008,9.381E+3,
3.232E008,9.348E+3,
3.236E008,9.234E+3,
3.24E08,9.344E+3,
3.244E008,9.307E+3,
3.248E008,9.211E+3,
3.252E008,9.288E+3,
3.256E008,9.214E+3,
3.26E08,9.271E+3,
3.264E008,9.280E+3,
3.268E008,9.275E+3,
3.272E008,9.451E+3,
3.276E008,9.408E+3,
3.28E08,9.156E+3,
3.284E008,9.275E+3,
3.288E008,9.438E+3,
3.292E008,9.366E+3,
3.296E008,9.287E+3,
3.3E08,9.409E+3,
3.304E008,9.141E+3,
3.308E008,9.311E+3,
3.312E008,9.339E+3,
3.316E008,9.292E+3,
3.32E08,9.065E+3,
3.324E008,9.470E+3,
3.328E008,9.396E+3,
3.332E008,9.292E+3,
3.336E008,9.177E+3,
3.34E08,9.268E+3,
3.344E008,9.370E+3,
3.348E008,9.498E+3,
3.352E008,9.075E+3,
3.356E008,9.295E+3,
3.36E08,9.433E+3,
3.364E008,9.284E+3,
3.368E008,9.378E+3,
3.372E008,9.348E+3,
3.376E008,9.130E+3,
3.38E08,9.349E+3,
3.384E008,9.148E+3,
3.388E008,9.224E+3,
3.392E008,9.221E+3,
3.396E008,9.218E+3,
3.4E08,9.138E+3,
3.404E008,9.326E+3,
3.408E008,9.474E+3,
3.412E008,9.053E+3,
3.416E008,9.215E+3,
3.42E08,9.123E+3,
3.424E008,9.291E+3,
3.428E008,9.357E+3,
3.432E008,9.212E+3,
3.436E008,9.374E+3,
3.44E08,9.274E+3,
3.444E008,9.247E+3,
3.448E008,9.241E+3,
3.452E008,9.134E+3,
3.456E008,9.185E+3,
3.46E08,9.050E+3,
3.464E008,9.180E+3,
3.468E008,9.332E+3,
3.472E008,9.190E+3,
3.476E008,9.178E+3,
3.48E08,9.320E+3,
3.484E008,9.274E+3,
3.488E008,9.226E+3,
3.492E008,9.260E+3,
3.496E008,9.322E+3,
3.5E08,9.231E+3,
3.504E008,9.217E+3,
3.508E008,9.305E+3,
3.512E008,9.158E+3,
3.516E008,9.205E+3,
3.52E08,9.014E+3,
3.524E008,9.274E+3,
3.528E008,9.215E+3,
3.532E008,9.448E+3,
3.536E008,9.299E+3,
3.54E08,9.279E+3,
3.544E008,9.234E+3,
3.548E008,9.396E+3,
3.552E008,9.087E+3,
3.556E008,9.356E+3,
3.56E08,9.362E+3,
3.564E008,9.450E+3,
3.568E008,9.288E+3,
3.572E008,9.525E+3,
3.576E008,9.281E+3,
3.58E08,9.131E+3,
3.584E008,9.264E+3,
3.588E008,9.120E+3,
3.592E008,9.041E+3,
3.596E008,9.322E+3,
3.6E08,9.277E+3,
3.604E008,9.199E+3,
3.608E008,9.173E+3,
3.612E008,9.171E+3,
3.616E008,9.283E+3,
3.62E08,9.326E+3,
3.624E008,9.213E+3,
3.628E008,9.472E+3,
3.632E008,9.127E+3,
3.636E008,9.270E+3,
3.64E08,9.185E+3,
3.644E008,9.334E+3,
3.648E008,9.521E+3,
3.652E008,9.304E+3,
3.656E008,9.209E+3,
3.66E08,9.408E+3,
3.664E008,9.177E+3,
3.668E008,9.126E+3,
3.672E008,9.168E+3,
3.676E008,9.082E+3,
3.68E08,9.305E+3,
3.684E008,9.339E+3,
3.688E008,9.424E+3,
3.692E008,9.331E+3,
3.696E008,9.142E+3,
3.7E08,9.250E+3,
3.704E008,9.352E+3,
3.708E008,9.349E+3,
3.712E008,9.434E+3,
3.716E008,9.385E+3,
3.72E08,9.392E+3,
3.724E008,9.278E+3,
3.728E008,9.371E+3,
3.732E008,9.258E+3,
3.736E008,9.395E+3,
3.74E08,9.384E+3,
3.744E008,9.320E+3,
3.748E008,9.293E+3,
3.752E008,9.282E+3,
3.756E008,9.285E+3,
3.76E08,9.546E+3,
3.764E008,9.281E+3,
3.768E008,9.408E+3,
3.772E008,9.287E+3,
3.776E008,9.169E+3,
3.78E08,9.195E+3,
3.784E008,9.396E+3,
3.788E008,9.425E+3,
3.792E008,9.072E+3,
3.796E008,9.380E+3,
3.8E08,9.203E+3,
3.804E008,9.295E+3,
3.808E008,9.330E+3,
3.812E008,9.257E+3,
3.816E008,9.252E+3,
3.82E08,9.315E+3,
3.824E008,9.472E+3,
3.828E008,9.222E+3,
3.832E008,9.386E+3,
3.836E008,9.365E+3,
3.84E08,9.265E+3,
3.844E008,9.384E+3,
3.848E008,9.295E+3,
3.852E008,9.450E+3,
3.856E008,9.396E+3,
3.86E08,9.514E+3,
3.864E008,9.403E+3,
3.868E008,9.323E+3,
3.872E008,9.402E+3,
3.876E008,9.151E+3,
3.88E08,9.453E+3,
3.884E008,9.376E+3,
3.888E008,9.317E+3,
3.892E008,9.458E+3,
3.896E008,9.364E+3,
3.9E08,9.500E+3,
3.904E008,9.121E+3,
3.908E008,9.532E+3,
3.912E008,9.182E+3,
3.916E008,9.527E+3,
3.92E08,9.371E+3,
3.924E008,9.447E+3,
3.928E008,9.398E+3,
3.932E008,9.312E+3,
3.936E008,9.386E+3,
3.94E08,9.340E+3,
3.944E008,9.374E+3,
